,Unnamed: 0.1,Unnamed: 0,clueGiverID,wordpair,Level,clueFinal,variable,Clue1,correctedClue,Word1,Word2,corrected,union_2,intersection_2,union_4,intersection_4,union_8,intersection_8,union_16,intersection_16,union_32,intersection_32,union_64,intersection_64,union_128,intersection_128,union_256,intersection_256,union_512,intersection_512
58,1761,1761,463852,ankle-travel,Hard,boots,clueOption2,shoes,shoes,ankle,travel,['no'],0.0020029183156519063,8.184645604846101e-05,0.0019095705228840136,4.500855162480114e-05,0.0013050447335130097,5.487932037450457e-06,0.0010614257853174276,0.007861074124086358,0.0008269469838859595,0.0018209401010675658,0.000717093100770826,0.0009111152230715626,0.0007045411224768564,0.0008673987126348781,0.0006740846681279409,0.0006303285203235796,0.0006102851154619869,0.0007315281235295883
59,1783,1783,463890,ankle-travel,Hard,arrest,clueOption2,walking,walking,ankle,travel,['no'],0.0012518333358446888,8.184645604846101e-05,0.0012730512587177702,4.500855162480114e-05,0.0008482813606003208,5.487932037450457e-06,0.0005307145511313205,7.860288095276832e-07,0.0004050361184561137,1.8207580252650395e-07,0.0003283081531058573,4.555348347940417e-08,0.00027822670207010915,1.2391233162881646e-08,0.0002748928253684308,3.708163794187163e-05,0.0002693215489894348,0.0001363876080148648
60,1813,1813,463946,ankle-travel,Hard,walk,clueOption2,move,move,ankle,travel,['no'],0.008011598154109645,8.184645604846101e-05,0.004837559138048734,4.500855162480114e-05,0.00293634249391547,5.487932037450457e-06,0.0017579842801866928,0.007861074124086358,0.00118135211084703,0.0018209401010675658,0.0008034897558074856,0.00045558038827752105,0.0006641534405435857,0.00037174938611961224,0.000595202447702409,0.0005190947298770093,0.000546603204214195,0.000681933080570028
61,1843,1843,463960,ankle-travel,Hard,walk,clueOption2,run,run,ankle,travel,['no'],0.00025038669610173264,8.184645604846101e-05,0.0017822666700507649,4.500855162480114e-05,0.0015008004647613048,5.487932037450457e-06,0.0011277646895906908,7.860288095276832e-07,0.0011475992416126425,0.0036416981263326046,0.0011058780484357947,0.0027332545622477293,0.0010366176183726386,0.0014869603707789603,0.0008939987371930602,0.0017426664247892822,0.0008305183918606003,0.0019094103938191453
62,1869,1869,464103,ankle-travel,Hard,jogging,clueOption2,carry,carry,ankle,travel,['no'],2.503616599357391e-08,8.184645604846101e-05,0.00012731658321853202,4.500855162480114e-05,0.0001957622564393368,5.487932037450457e-06,0.00029852838617489875,7.860288095276832e-07,0.0002531482069013692,1.8207580252650395e-07,0.00024191149806919755,4.555348347940417e-08,0.0002647641414256856,1.2391233162881646e-08,0.0002748928253684308,0.00018539335853729862,0.00028126190734839573,0.0001363876080148648
63,1895,1895,464255,ankle-travel,Hard,basketball,clueOption2,basketball,basketball,ankle,travel,['no'],0.0007511100159732107,8.184645604846101e-05,0.00038192428888502935,4.500855162480114e-05,0.0002610141668554352,5.487932037450457e-06,0.0003980367425847938,7.860288095276832e-07,0.00033753037998733836,1.8207580252650395e-07,0.0003283081531058573,4.555348347940417e-08,0.0003455395052922272,1.2391233162881646e-08,0.0002964061582117577,0.00014831542838844187,0.0002971823851603437,0.00016118512949464493
64,1919,1919,464313,ankle-travel,Hard,mobility,clueOption2,mobility,mobility,ankle,travel,['no'],2.503616599357391e-08,8.184645604846101e-05,1.2730385283324869e-08,4.500855162480114e-05,6.52519104160984e-09,5.487932037450457e-06,3.316945213663168e-09,7.860288095276832e-07,1.6878122260655552e-05,1.8207580252650395e-07,2.5919860477548278e-05,4.555348347940417e-08,1.3463009396445076e-05,1.2391233162881646e-08,1.9123201564433275e-05,3.707793014885675e-09,1.724731696692539e-05,1.2398760739890073e-09
65,1941,1941,464439,ankle-travel,Hard,foot,clueOption2,Hawaii,Hawaii,ankle,travel,['no'],0.0005007483560374717,8.184645604846101e-05,0.00038192428888502935,4.500855162480114e-05,0.0001957622564393368,5.487932037450457e-06,0.00016585057762837205,7.860288095276832e-07,8.438386072943088e-05,1.8207580252650395e-07,6.047852249221216e-05,4.555348347940417e-08,6.731325197413947e-05,1.2391233162881646e-08,4.541727503961059e-05,3.707793014885675e-09,3.9801327200518335e-05,1.2398760739890073e-09
66,1971,1971,465668,ankle-travel,Hard,basketball,clueOption2,foot,foot,ankle,travel,['no'],0.0468176554441492,8.184645604846101e-05,0.027879556500866747,4.500855162480114e-05,0.014812190189645379,0.054884808306542014,0.0077616551169170265,0.007861074124086358,0.004033469561152788,0.005462456151597644,0.0022376742294160363,0.004555393901423896,0.0013327939525499574,0.0019826096972942265,0.0009513676247752653,0.0011123416122587172,0.0006660067878038047,0.0009051107738880493
67,2001,2001,466145,ankle-travel,Hard,injury,clueOption2,fly,fly,ankle,travel,['no'],0.0035050882752663405,8.184645604846101e-05,0.004073736021049242,4.500855162480114e-05,0.002479579121002781,5.487932037450457e-06,0.001525798115230271,7.860288095276832e-07,0.0010969699377610608,1.8207580252650395e-07,0.000976283065880805,0.0022777197274536877,0.0009154545725728261,0.0016108727024077769,0.0008079454058197527,0.001149419542407574,0.0007694898935814665,0.0012770735960847515
68,2031,2031,466195,ankle-travel,Hard,moveable,clueOption2,trip,trip,ankle,travel,['no'],0.00951376811372408,8.184645604846101e-05,0.00712902848904721,4.500855162480114e-05,0.004045624970989143,5.487932037450457e-06,0.002255526062236168,7.860288095276832e-07,0.0013332400224017745,0.005462456151597644,0.0008294087523184836,0.0022777197274536877,0.000619278238395507,0.0009913110442636946,0.0005139298569609518,0.0006674064504724363,0.00046169398921713925,0.0004587553872520067
69,2061,2061,466351,ankle-travel,Hard,basketball,clueOption2,dribble,scribble,ankle,travel,['yes'],2.503616599357391e-08,8.184645604846101e-05,1.2730385283324869e-08,4.500855162480114e-05,6.52519104160984e-09,5.487932037450457e-06,6.634222121847702e-05,7.860288095276832e-07,3.375455687784938e-05,1.8207580252650395e-07,1.7280194973882306e-05,4.555348347940417e-08,3.141309025567654e-05,1.2391233162881646e-08,3.346542345998454e-05,3.707793014885675e-09,3.8474620716189336e-05,1.2398760739890073e-09
70,2078,2078,472844,ankle-travel,Hard,sandals,clueOption2,sandals,sandals,ankle,travel,['no'],2.503616599357391e-08,8.184645604846101e-05,0.0002546204360517807,4.500855162480114e-05,0.0001305103460232384,5.487932037450457e-06,9.95116733551087e-05,7.860288095276832e-07,6.750742611223704e-05,1.8207580252650395e-07,6.047852249221216e-05,4.555348347940417e-08,7.180077218894733e-05,1.2391233162881646e-08,6.93209781988627e-05,3.707793014885675e-09,6.766216337142727e-05,1.2398760739890073e-09
71,2108,2108,472848,ankle-travel,Hard,walking,clueOption2,moving,moving,ankle,travel,['no'],0.0027540032954591234,8.184645604846101e-05,0.0015276589643842674,4.500855162480114e-05,0.0009787851814325175,5.487932037450457e-06,0.0005638840032679522,7.860288095276832e-07,0.000371283249221726,1.8207580252650395e-07,0.00027647016008386144,4.555348347940417e-08,0.00021988893927760693,0.00012392472286197934,0.000186449123679198,3.708163794187163e-05,0.0002189067025849329,7.439380431541442e-05
72,2129,2129,473115,ankle-travel,Hard,walker,clueOption2,boat,boat,ankle,travel,['no'],0.0020029183156519063,8.184645604846101e-05,0.0022914820813837596,4.500855162480114e-05,0.0020880676585061904,5.487932037450457e-06,0.001525798115230271,0.007861074124086358,0.0011475992416126425,0.0036416981263326046,0.0008985260763478113,0.0022777197274536877,0.0008436542491359003,0.001115223375892511,0.0007481861479216224,0.001001107821812147,0.0006407993646015539,0.0012274785531251912
73,2159,2159,473130,ankle-travel,Hard,walk,clueOption2,leg,leg,ankle,travel,['no'],0.021531127790639554,8.184645604846101e-05,0.015658386628874872,4.500855162480114e-05,0.008352251058451637,5.487932037450457e-06,0.00447787935539049,7.860288095276832e-07,0.00241333183790218,0.0018209401010675658,0.0013564283480421077,0.00045558038827752105,0.0008571168097803238,0.0004956617177484287,0.0006047639289661099,0.0005190947298770093,0.00048159458648207423,0.00040916034429244643
74,2177,2177,473184,ankle-travel,Hard,journey,clueOption2,vacation,vacation,ankle,travel,['no'],0.00625906653455947,8.184645604846101e-05,0.006110597666381221,4.500855162480114e-05,0.00332785395641206,5.487932037450457e-06,0.001824323184459956,7.860288095276832e-07,0.0011307228069954486,1.8207580252650395e-07,0.0008034897558074856,4.555348347940417e-08,0.0006058156777510833,0.0004956617177484287,0.0005211009679087275,0.0004078609394304391,0.00046434740218579724,0.0004339578657722266
75,2193,2193,473468,ankle-travel,Hard,walking,clueOption2,suitcase,suitcase,ankle,travel,['no'],0.0025036416355233844,8.184645604846101e-05,0.0017822666700507649,4.500855162480114e-05,0.0009787851814325175,5.487932037450457e-06,0.0005307145511313205,7.860288095276832e-07,0.00027002464151856305,1.8207580252650395e-07,0.00015551484303253784,4.555348347940417e-08,0.00013911357541106532,0.00012392472286197934,9.322468135811481e-05,3.708163794187163e-05,7.694910876173025e-05,2.479876135585413e-05
76,2228,2228,473706,ankle-travel,Hard,transport,clueOption2,gymnastics,gymnastics,ankle,travel,['no'],2.503616599357391e-08,8.184645604846101e-05,1.2730385283324869e-08,4.500855162480114e-05,6.52519104160984e-09,5.487932037450457e-06,3.316945213663168e-09,7.860288095276832e-07,1.6878122260655552e-05,1.8207580252650395e-07,3.455952598121425e-05,4.555348347940417e-08,4.4875650900100135e-05,1.2391233162881646e-08,4.302690472368538e-05,3.707793014885675e-09,4.9088272590821316e-05,1.2398760739890073e-09
77,2252,2252,473736,ankle-travel,Hard,afoot,clueOption2,journey,journey,ankle,travel,['no'],0.004005811595137819,8.184645604846101e-05,0.0030553051983832516,4.500855162480114e-05,0.0016965561960096,5.487932037450457e-06,0.0009287479767709007,7.860288095276832e-07,0.0005400475953936644,1.8207580252650395e-07,0.0003542271496168552,4.555348347940417e-08,0.0002647641414256856,0.00012392472286197934,0.0002246950487340014,7.415956809072837e-05,0.00020298622477298494,0.00012398884727497471
78,2282,2282,473749,ankle-travel,Hard,walking,clueOption2,walking,walking,ankle,travel,['no'],0.0012518333358446888,8.184645604846101e-05,0.0012730512587177702,4.500855162480114e-05,0.0008482813606003208,5.487932037450457e-06,0.0005307145511313205,7.860288095276832e-07,0.0004050361184561137,1.8207580252650395e-07,0.0003283081531058573,4.555348347940417e-08,0.00027822670207010915,1.2391233162881646e-08,0.0002748928253684308,3.708163794187163e-05,0.0002693215489894348,0.0001363876080148648
79,2312,2312,474297,ankle-travel,Hard,boots,clueOption2,boots,boots,ankle,travel,['no'],0.001752556655716167,8.184645604846101e-05,0.0008911397002180241,4.500855162480114e-05,0.00045676989810373037,5.487932037450457e-06,0.00043120619472142546,7.860288095276832e-07,0.00032065394537014453,1.8207580252650395e-07,0.00021599250155819962,4.555348347940417e-08,0.00017950125734433612,1.2391233162881646e-08,0.00017449727209957195,7.415956809072837e-05,0.00018441233399237898,8.67925650553045e-05
80,2332,2332,474298,ankle-travel,Hard,basketball,clueOption2,foul,foul,ankle,travel,['no'],2.503616599357391e-08,8.184645604846101e-05,1.2730385283324869e-08,4.500855162480114e-05,6.525843560714e-05,5.487932037450457e-06,6.634222121847702e-05,7.860288095276832e-07,6.750742611223704e-05,1.8207580252650395e-07,7.77578534995441e-05,4.555348347940417e-08,7.180077218894733e-05,0.00012392472286197934,6.93209781988627e-05,7.415956809072837e-05,8.756276063636222e-05,3.7197522095744204e-05
81,2362,2362,475267,ankle-travel,Hard,afoot,clueOption2,walk,walk,ankle,travel,['no'],0.0007511100159732107,8.184645604846101e-05,0.002928001345550003,4.500855162480114e-05,0.001892311927257895,5.487932037450457e-06,0.0012936119502738493,0.007861074124086358,0.000995711330057898,0.0018209401010675658,0.0007948500903038197,0.0013666500578656043,0.0007583913650545508,0.0006195740493772451,0.0007362342963419964,0.0010381857519610037,0.0006275322997582639,0.0009795033383273898
82,2392,2392,475561,ankle-travel,Hard,walk,clueOption2,trip,trip,ankle,travel,['no'],0.00951376811372408,8.184645604846101e-05,0.00712902848904721,4.500855162480114e-05,0.004045624970989143,5.487932037450457e-06,0.002255526062236168,7.860288095276832e-07,0.0013332400224017745,0.005462456151597644,0.0008294087523184836,0.0022777197274536877,0.000619278238395507,0.0009913110442636946,0.0005139298569609518,0.0006674064504724363,0.00046169398921713925,0.0004587553872520067
83,2413,2413,475635,ankle-travel,Hard,sandals,clueOption2,sandals,sandals,ankle,travel,['no'],2.503616599357391e-08,8.184645604846101e-05,0.0002546204360517807,4.500855162480114e-05,0.0001305103460232384,5.487932037450457e-06,9.95116733551087e-05,7.860288095276832e-07,6.750742611223704e-05,1.8207580252650395e-07,6.047852249221216e-05,4.555348347940417e-08,7.180077218894733e-05,1.2391233162881646e-08,6.93209781988627e-05,3.707793014885675e-09,6.766216337142727e-05,1.2398760739890073e-09
84,2439,2439,475843,ankle-travel,Hard,Melissa,clueOption2,monitoring,monitor,ankle,travel,['yes'],2.503616599357391e-08,8.184645604846101e-05,1.2730385283324869e-08,4.500855162480114e-05,6.52519104160984e-09,5.487932037450457e-06,3.316945213663168e-09,7.860288095276832e-07,3.375455687784938e-05,1.8207580252650395e-07,2.5919860477548278e-05,4.555348347940417e-08,2.243804982606081e-05,1.2391233162881646e-08,3.346542345998454e-05,3.707793014885675e-09,3.4494501263202345e-05,1.2398760739890073e-09
85,2469,2469,475881,ankle-travel,Hard,basketball,clueOption2,sports,sports,ankle,travel,['no'],2.503616599357391e-08,8.184645604846101e-05,0.00012731658321853202,4.500855162480114e-05,0.00045676989810373037,5.487932037450457e-06,0.00029852838617489875,7.860288095276832e-07,0.00027002464151856305,1.8207580252650395e-07,0.0003801461461278531,4.555348347940417e-08,0.00039938974786992153,0.00037174938611961224,0.00039919208179654174,0.00037078300928158236,0.0004099524363283084,0.0004587553872520067
86,2486,2486,485894,ankle-travel,Hard,walk,clueOption2,foot,foot,ankle,travel,['no'],0.0468176554441492,8.184645604846101e-05,0.027879556500866747,4.500855162480114e-05,0.014812190189645379,0.054884808306542014,0.0077616551169170265,0.007861074124086358,0.004033469561152788,0.005462456151597644,0.0022376742294160363,0.004555393901423896,0.0013327939525499574,0.0019826096972942265,0.0009513676247752653,0.0011123416122587172,0.0006660067878038047,0.0009051107738880493
87,2517,2517,486041,ankle-travel,Hard,walking,clueOption2,basketball,basketball,ankle,travel,['no'],0.0007511100159732107,8.184645604846101e-05,0.00038192428888502935,4.500855162480114e-05,0.0002610141668554352,5.487932037450457e-06,0.0003980367425847938,7.860288095276832e-07,0.00033753037998733836,1.8207580252650395e-07,0.0003283081531058573,4.555348347940417e-08,0.0003455395052922272,1.2391233162881646e-08,0.0002964061582117577,0.00014831542838844187,0.0002971823851603437,0.00016118512949464493
88,2547,2547,486051,ankle-travel,Hard,hike,clueOption2,trail,trail,ankle,travel,['no'],2.503616599357391e-08,8.184645604846101e-05,1.2730385283324869e-08,4.500855162480114e-05,0.0001305103460232384,5.487932037450457e-06,0.00016585057762837205,7.860288095276832e-07,0.00011813672996381854,1.8207580252650395e-07,0.00011231651551420798,4.555348347940417e-08,0.000116675974337026,1.2391233162881646e-08,0.00012908023609699295,3.707793014885675e-09,0.0001393043135251931,2.479876135585413e-05
89,2577,2577,486052,ankle-travel,Hard,movement,clueOption2,leg,leg,ankle,travel,['no'],0.021531127790639554,8.184645604846101e-05,0.015658386628874872,4.500855162480114e-05,0.008352251058451637,5.487932037450457e-06,0.00447787935539049,7.860288095276832e-07,0.00241333183790218,0.0018209401010675658,0.0013564283480421077,0.00045558038827752105,0.0008571168097803238,0.0004956617177484287,0.0006047639289661099,0.0005190947298770093,0.00048159458648207423,0.00040916034429244643
90,2607,2607,486112,ankle-travel,Hard,bottom-leg,clueOption2,foot,foot,ankle,travel,['no'],0.0468176554441492,8.184645604846101e-05,0.027879556500866747,4.500855162480114e-05,0.014812190189645379,0.054884808306542014,0.0077616551169170265,0.007861074124086358,0.004033469561152788,0.005462456151597644,0.0022376742294160363,0.004555393901423896,0.0013327939525499574,0.0019826096972942265,0.0009513676247752653,0.0011123416122587172,0.0006660067878038047,0.0009051107738880493
91,2637,2637,486514,ankle-travel,Hard,foot,clueOption2,heel,heel,ankle,travel,['no'],0.0010014716759089498,8.184645604846101e-05,0.0012730512587177702,4.500855162480114e-05,0.0006525256293520256,5.487932037450457e-06,0.00033169783831153043,7.860288095276832e-07,0.00018564246843259387,1.8207580252650395e-07,0.00010367685001054202,4.555348347940417e-08,5.8338211544523736e-05,1.2391233162881646e-08,4.302690472368538e-05,3.707793014885675e-09,3.4494501263202345e-05,1.2398760739890073e-09
